rank,personName,age,finalWorth,year,month,category,country,state,city,countryOfCitizenship,selfMade,gender,birthDate,title,philanthropyScore
728,Ramzi Musallam,53,4000,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,17-09-1968,,
728,Georg Nemetschek & family,88,4000,2022,4,Technology,Germany,,Munich,Germany,TRUE,M,01-01-1934,,
728,Akio Nitori,78,4000,2022,4,Fashion & Retail,Japan,,Hokkaido,Japan,TRUE,M,05-03-1944,,
728,Daniel Och,61,4000,2022,4,Finance & Investments,United States,Florida,Miami Beach,United States,TRUE,M,27-01-1961,Founder,3
728,Pankaj Patel,69,4000,2022,4,Healthcare,India,,Ahmedabad,India,FALSE,M,19-03-1953,,
728,John Paulson,66,4000,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,14-12-1955,Founder,2
728,Miuccia Prada,72,4000,2022,4,Fashion & Retail,Italy,,Milan,Italy,FALSE,F,10-05-1949,"CEO, Fashion Designer",
728,Jean (Gigi) Pritzker,59,4000,2022,4,Service,United States,California,Los Angeles,United States,FALSE,F,01-07-1962,,2
728,Juan Roig,72,4000,2022,4,Fashion & Retail,Spain,,Valencia,Spain,FALSE,M,08-10-1949,,
728,David Rubenstein,72,4000,2022,4,Finance & Investments,United States,Maryland,Bethesda,United States,TRUE,M,11-08-1949,Co-Chief Executive Officer and Co-founder,4
728,Howard Schultz,68,4000,2022,4,Food & Beverage,United States,Washington,Seattle,United States,TRUE,M,19-07-1953,,2
728,Alex Shevchenko,42,4000,2022,4,Technology,Canada,,,Canada,TRUE,M,01-01-1980,,
728,Dan Snyder,57,4000,2022,4,Sports,United States,Maryland,Potomac,United States,TRUE,M,23-11-1964,,1
728,Jerzy Starak,74,4000,2022,4,Healthcare,Poland,,Konstancin,Poland,TRUE,M,12-12-1947,,
728,Udo & Harald Tschira,,4000,2022,4,Technology,Germany,,,Germany,FALSE,M,,,
728,Kelcy Warren,66,4000,2022,4,Energy,United States,Texas,Dallas,United States,TRUE,M,09-11-1955,,1
728,Herbert Wertheim,82,4000,2022,4,Finance & Investments,United States,Florida,Coral Gables,United States,TRUE,M,23-05-1939,,2
728,Cameron Winklevoss,40,4000,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,21-08-1981,,1
728,Tyler Winklevoss,40,4000,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,21-08-1981,,1
728,Denise York & family,71,4000,2022,4,Sports,United States,Ohio,Youngstown,United States,FALSE,F,21-10-1950,Co-Chairman,1
728,Zhao Lixin,56,4000,2022,4,Technology,China,,Shanghai,China,TRUE,M,01-01-1966,,
764,Hubert Burda,82,3900,2022,4,Media & Entertainment,Germany,,Munich,Germany,FALSE,M,09-02-1940,,
764,Francesco Gaetano Caltagirone,79,3900,2022,4,Construction & Engineering,Italy,,Rome,Italy,TRUE,M,21-03-1943,,
764,Marcos Galperin,,3900,2022,4,Technology,Argentina,,Buenos Aires,Argentina,TRUE,M,,,
764,Li Xiang,40,3900,2022,4,Automotive,China,,Beijing,China,TRUE,M,01-10-1981,,
764,"Stephen Mandel, Jr.",66,3900,2022,4,Finance & Investments,United States,Connecticut,Greenwich,United States,TRUE,M,12-03-1956,Founder,2
764,Gabe Newell,59,3900,2022,4,Gambling & Casinos,United States,Washington,Seattle,United States,TRUE,M,03-11-1962,Cofounder and CEO,
764,Maja Oeri,67,3900,2022,4,Healthcare,Switzerland,,Basel,Switzerland,FALSE,F,01-01-1955,,
764,Paolo & Gianfelice Mario Rocca,,3900,2022,4,Metals & Mining,Argentina,,Buenos Aires,Italy,FALSE,M,,,
764,Neil Shen,54,3900,2022,4,Finance & Investments,China,,Hong Kong,China,TRUE,M,16-12-1967,"Entrepreneur, Investor",
764,Helmut Sohmen,82,3900,2022,4,Logistics,Hong Kong,,Hong Kong,Austria,FALSE,M,10-12-1939,,
764,Donald Sterling,87,3900,2022,4,Real Estate,United States,California,Beverly Hills,United States,TRUE,M,26-04-1934,,1
764,Don Vultaggio & family,70,3900,2022,4,Food & Beverage,United States,New York,Port Washington,United States,TRUE,M,26-02-1952,,1
764,Yiling Wu,72,3900,2022,4,Healthcare,China,,Shijiazhuang,China,TRUE,M,24-10-1949,Entrepreneur,
764,Gongshan Zhu,64,3900,2022,4,Manufacturing,China,,Shanghai,China,TRUE,M,01-01-1958,,
778,Gayle Benson,75,3800,2022,4,Sports,United States,Louisiana,New Orleans,United States,FALSE,F,26-01-1947,,2
778,"William Conway, Jr.",72,3800,2022,4,Finance & Investments,United States,Virginia,McLean,United States,TRUE,M,27-08-1949,Co-Chief Executive Officer and Co-founder,3
778,Gurbachan Singh Dhingra,71,3800,2022,4,Manufacturing,India,,Delhi,India,TRUE,M,09-04-1950,,
778,Kuldip Singh Dhingra,74,3800,2022,4,Manufacturing,India,,Delhi,India,TRUE,M,02-09-1947,,
778,Luca Garavoglia,53,3800,2022,4,Food & Beverage,Italy,,Milan,Italy,FALSE,M,27-02-1969,,
778,Vinod & Anil Rai Gupta,,3800,2022,4,Manufacturing,India,,Delhi,India,FALSE,,,,
778,Jimmy Haslam,68,3800,2022,4,Fashion & Retail,United States,Tennessee,Knoxville,United States,FALSE,M,09-03-1954,CEO,2
778,Susan Carol Holland,65,3800,2022,4,Manufacturing,Italy,,Milan,Italy,FALSE,F,27-05-1956,,
778,Timur Kulibaev,55,3800,2022,4,Finance & Investments,Kazakhstan,,Almaty,Kazakhstan,TRUE,M,10-09-1966,,
778,Dinara Kulibaeva,54,3800,2022,4,Finance & Investments,Kazakhstan,,Almaty,Kazakhstan,FALSE,F,19-08-1967,,
778,Michel Leclercq & family,82,3800,2022,4,Fashion & Retail,France,,Lille,France,FALSE,M,27-05-1939,,
778,Pablo Legorreta,58,3800,2022,4,Finance & Investments,United States,New York,Sag Harbor,United States,TRUE,M,30-10-1963,,
778,Margarita Louis-Dreyfus & family,59,3800,2022,4,Food & Beverage,Switzerland,,Davos,Switzerland,FALSE,F,01-06-1962,President,
778,Michael Milken,75,3800,2022,4,Finance & Investments,United States,California,Los Angeles,United States,TRUE,M,04-07-1946,,3
778,Denis O'Brien,63,3800,2022,4,Telecom,Ireland,,Dublin,Ireland,TRUE,M,17-04-1958,,
778,Katharina Otto-Bernstein,58,3800,2022,4,Real Estate,United States,New York,New York,Germany,FALSE,F,01-01-1964,,
778,James Packer,54,3800,2022,4,Gambling & Casinos,United States,California,Los Angeles,Australia,FALSE,M,08-09-1967,,
778,Sergio Stevanato & family,79,3800,2022,4,Healthcare,Italy,,Venice,Italy,TRUE,M,20-03-1943,,
778,Leena Tewari,64,3800,2022,4,Healthcare,India,,Mumbai,India,FALSE,F,03-09-1957,,
778,Yitzhak Tshuva,73,3800,2022,4,Real Estate,Israel,,Netanya,Israel,TRUE,M,07-07-1948,,
778,Paul-Heinz Wesjohann & family,78,3800,2022,4,Food & Beverage,Germany,,Rechterfeld,Germany,TRUE,M,25-05-1943,,
778,Zeng Fangqin,56,3800,2022,4,Technology,China,,Shenzhen,China,TRUE,F,25-12-1965,,
778,Zhou Bajin,86,3800,2022,4,Manufacturing,China,,Changzhou,China,TRUE,M,01-05-1935,,
801,William Berkley,75,3700,2022,4,Finance & Investments,United States,Florida,Coconut Grove,United States,TRUE,M,01-09-1946,Chairman and CEO,1
801,John Catsimatidis,73,3700,2022,4,Energy,United States,New York,New York,United States,TRUE,M,07-09-1948,,1
801,Che Jianxing,55,3700,2022,4,Fashion & Retail,China,,Shanghai,China,TRUE,M,18-07-1966,,
801,Gustavo Denegri,85,3700,2022,4,Healthcare,Italy,,torino,Italy,TRUE,M,17-03-1937,,
801,Charles Edelstenne,84,3700,2022,4,Manufacturing,France,,Paris,France,TRUE,M,03-01-1938,,
801,Reed Hastings,61,3700,2022,4,Media & Entertainment,United States,California,Santa Cruz,United States,TRUE,M,08-10-1960,CEO,2
801,"Amos Hostetter, Jr.",85,3700,2022,4,Media & Entertainment,United States,Massachusetts,Boston,United States,TRUE,M,12-01-1937,Chair,5
801,Brad Jacobs,65,3700,2022,4,Logistics,United States,Connecticut,Greenwich,United States,TRUE,M,01-07-1956,,
801,Friedrich Knapp,70,3700,2022,4,Fashion & Retail,Germany,,Brunswick,Germany,TRUE,M,06-05-1951,,
801,William Lauder,61,3700,2022,4,Fashion & Retail,United States,New York,New York,United States,FALSE,M,11-04-1960,,
801,Richard LeFrak & family,76,3700,2022,4,Real Estate,United States,New York,New York,United States,FALSE,M,29-08-1945,,1
801,Li Guoqiang,58,3700,2022,4,Automotive,China,,Beijing,China,TRUE,M,01-01-1964,,
801,Low Tuck Kwong,73,3700,2022,4,Energy,Indonesia,,Jakarta,Indonesia,TRUE,M,17-04-1948,,
801,Akira Mori & family,85,3700,2022,4,Real Estate,Japan,,Tokyo,Japan,FALSE,M,12-07-1936,,
801,Anthony Pritzker,61,3700,2022,4,Service,United States,California,Los Angeles,United States,FALSE,M,07-01-1961,,2
801,Ira Rennert,87,3700,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,31-05-1934,,2
801,"Bernard Saul, II.",89,3700,2022,4,Finance & Investments,United States,Maryland,Chevy Chase,United States,FALSE,M,15-04-1932,Chairman and CEO,
801,Shi Yonghong & family,53,3700,2022,4,Food & Beverage,China,,Chengdu,China,TRUE,M,01-01-1969,,
801,Song Chi-hyung,43,3700,2022,4,Finance & Investments,South Korea,,,South Korea,TRUE,M,01-01-1979,,
801,Steven Spielberg,75,3700,2022,4,Media & Entertainment,United States,California,Pacific Palisades,United States,TRUE,M,18-12-1946,,3
801,Wong Luen Hei,60,3700,2022,4,Manufacturing,Hong Kong,,Hong Kong,China,TRUE,M,01-01-1962,,
822,Danielle Bellon & family,82,3600,2022,4,Service,France,,Paris,France,FALSE,F,08-02-1940,,
822,Byju Raveendran and Divya Gokulnath,40,3600,2022,4,Technology,India,,Bangalore,India,TRUE,,06-07-1981,,
822,Cho Tak Wong,75,3600,2022,4,Manufacturing,China,,Fuqing,Hong Kong,TRUE,M,15-05-1946,,
822,Charles Cohen,70,3600,2022,4,Real Estate,United States,New York,New York,United States,FALSE,M,08-02-1952,,
822,Kenneth Dart,66,3600,2022,4,Finance & Investments,Cayman Islands,,George Town,Belize,FALSE,M,21-04-1955,,
822,Martin Ebner,76,3600,2022,4,Finance & Investments,Switzerland,,Wilen,Switzerland,TRUE,M,01-08-1945,,
822,David Filo,55,3600,2022,4,Technology,United States,California,Palo Alto,United States,TRUE,M,15-04-1966,Entrepreneur,2
822,Miguel Fluxa Rossello,83,3600,2022,4,Service,Spain,,Esporles,Spain,FALSE,M,27-07-1938,,
822,John Henry,72,3600,2022,4,Sports,United States,Florida,Boca Raton,United States,TRUE,M,13-09-1949,,1
822,Hu Kaijun,60,3600,2022,4,Healthcare,China,,Beijing,China,TRUE,M,01-01-1962,,
822,Peter Kellogg,79,3600,2022,4,Finance & Investments,United States,New Jersey,Short Hills,United States,FALSE,M,01-09-1942,,3
822,James Leprino,84,3600,2022,4,Food & Beverage,United States,Colorado,Indian Hills,United States,FALSE,M,22-11-1937,Chairman,1
822,Iskander Makhmudov,58,3600,2022,4,Metals & Mining,Russia,,Moscow,Russia,TRUE,M,05-12-1963,,
822,Daniel Mate,58,3600,2022,4,Metals & Mining,Switzerland,,Kanton Schwyz,Spain,TRUE,M,02-06-1963,,
822,Aristotelis Mistakidis,60,3600,2022,4,Metals & Mining,Switzerland,,Zug,Greece,TRUE,M,21-11-1961,,
822,Arturo Moreno,75,3600,2022,4,Sports,United States,Arizona,Phoenix,United States,TRUE,M,14-08-1946,,2
822,Nan Cunhui,58,3600,2022,4,Manufacturing,China,,Wenzhou,China,TRUE,M,09-07-1963,,
822,Julio Ponce Lerou,76,3600,2022,4,Metals & Mining,Chile,,Santiago,Chile,TRUE,M,13-11-1945,,
822,J.B. Pritzker,57,3600,2022,4,Finance & Investments,United States,Illinois,Springfield,United States,FALSE,M,19-01-1965,,3
822,Chandru Raheja,81,3600,2022,4,Real Estate,India,,Mumbai,India,FALSE,M,01-10-1940,,
822,Rodger Riney & family,76,3600,2022,4,Finance & Investments,United States,Missouri,St. Louis,United States,TRUE,M,01-01-1946,Cofounder,2
822,Shi Yuzhu,59,3600,2022,4,Diversified,China,,Shanghai,China,TRUE,M,01-09-1962,,
822,Zuowen Song,75,3600,2022,4,Diversified,China,,Longkou,China,TRUE,M,19-03-1947,,
822,Jerry Speyer,81,3600,2022,4,Real Estate,United States,New York,New York,United States,TRUE,M,23-06-1940,,1
822,Julia Thiele-Schuerhoff,50,3600,2022,4,Manufacturing,Germany,,Munich,Germany,FALSE,F,01-01-1972,,
822,Tung Chee Chen,79,3600,2022,4,Logistics,Hong Kong,,Hong Kong,Hong Kong,FALSE,M,15-12-1942,,
822,Roger Wang,73,3600,2022,4,Fashion & Retail,China,,Nanjing,United States,TRUE,M,01-01-1949,,
822,Wu Shaoxun,66,3600,2022,4,Food & Beverage,China,,Daye,China,TRUE,M,01-01-1956,,
822,Wenzhong Zhang,60,3600,2022,4,Fashion & Retail,China,,Beijing,China,TRUE,M,01-01-1962,,
851,Chen Kaixuan,63,3500,2022,4,Manufacturing,China,,Guangzhou,China,TRUE,M,01-05-1958,,
851,Beatriz Davila de Santo Domingo,83,3500,2022,4,Food & Beverage,Bermuda,,,Colombia,FALSE,F,07-03-1939,,
851,Antonio Del Valle Ruiz & family,83,3500,2022,4,Manufacturing,Mexico,,Mexico City,Mexico,TRUE,M,13-08-1938,,
851,Carl Douglas,60,3500,2022,4,Diversified,Sweden,,Stockholm,Sweden,FALSE,M,05-05-1961,,
851,Eric Douglas,53,3500,2022,4,Diversified,Sweden,,Stockholm,Sweden,FALSE,M,01-05-1968,,
851,Jiangtao Du & family,52,3500,2022,4,Manufacturing,China,,Beijing,China,TRUE,M,17-11-1969,,
851,Juan Carlos Escotet,62,3500,2022,4,Finance & Investments,Spain,,A Coruña,Venezuela,TRUE,M,23-07-1959,,
851,Fiona Geminder,57,3500,2022,4,Manufacturing,Australia,,Melbourne,Australia,FALSE,F,01-12-1964,,
851,Yuhua Gu & family,72,3500,2022,4,Manufacturing,China,,Hangzhou,China,TRUE,M,05-10-1949,,
851,James Irsay,62,3500,2022,4,Sports,United States,Indiana,Carmel,United States,FALSE,M,13-06-1959,CEO,1
851,Kuok Khoon Hong,72,3500,2022,4,Manufacturing,Singapore,,Singapore,Singapore,FALSE,M,01-01-1950,,
851,Aerin Lauder,51,3500,2022,4,Fashion & Retail,United States,New York,New York,United States,FALSE,F,23-04-1970,,
851,Lee Seo-hyun,48,3500,2022,4,Diversified,South Korea,,Seoul,South Korea,FALSE,F,20-09-1973,,
851,Li Yongxin & family,46,3500,2022,4,Service,China,,Beijing,China,TRUE,M,09-03-1976,,
851,Jeffrey Lurie,70,3500,2022,4,Sports,United States,Pennsylvania,Wynnewood,United States,FALSE,M,08-09-1951,,2
851,Mary Alice Dorrance Malone,72,3500,2022,4,Food & Beverage,United States,Pennsylvania,Coatesville,United States,FALSE,F,03-02-1950,,1
851,Ronald McAulay,86,3500,2022,4,Energy,Hong Kong,,Hong Kong,Hong Kong,FALSE,M,05-10-1935,,
851,Apoorva Mehta,35,3500,2022,4,Technology,United States,California,San Francisco,Canada,TRUE,M,19-07-1986,Founder,
851,Arnon Milchan,77,3500,2022,4,Media & Entertainment,Israel,,Tel Aviv,Israel,TRUE,M,06-12-1944,,
851,Masahiro Noda,83,3500,2022,4,Technology,Japan,,Tokyo,Japan,TRUE,M,24-08-1938,,
851,Maren Otto,,3500,2022,4,Diversified,Germany,,Berlin,Germany,FALSE,F,,,
851,Renzo Rosso & family,66,3500,2022,4,Fashion & Retail,Italy,,Bassano del Grappa,Italy,TRUE,M,15-09-1955,Entrepreneur,
851,Lynn Schusterman,83,3500,2022,4,Energy,United States,Oklahoma,Tulsa,United States,FALSE,F,21-01-1939,,5
851,Gil Shwed,53,3500,2022,4,Technology,Israel,,Tel Aviv,Israel,TRUE,M,12-06-1968,,
851,Thomas Siebel,69,3500,2022,4,Technology,United States,California,Woodside,United States,TRUE,M,22-11-1952,,3
851,Herb Simon,87,3500,2022,4,Real Estate,United States,Indiana,Indianapolis,United States,TRUE,M,23-10-1934,"Chairman Emeritus of the Board of Simon Property Group, Inc.",2
851,Friede Springer,79,3500,2022,4,Media & Entertainment,Germany,,Berlin,Germany,FALSE,F,15-08-1942,,
851,Wang Zhenhua,60,3500,2022,4,Real Estate,China,,Shanghai,China,TRUE,M,01-03-1962,,
851,Hans Peter Wild,80,3500,2022,4,Food & Beverage,Switzerland,,Zug,Switzerland,FALSE,M,16-06-1941,,
851,"William Wrigley, Jr.",58,3500,2022,4,Food & Beverage,United States,Florida,North Palm Beach,United States,FALSE,M,01-11-1963,Investor,
851,Xia Zuoquan,60,3500,2022,4,Automotive,China,,Shenzhen,China,TRUE,M,01-01-1962,,
851,Xue Hua,52,3500,2022,4,Manufacturing,China,,Guangzhou,China,TRUE,M,,,
883,Mohed Altrad,74,3400,2022,4,Construction & Engineering,France,,Montpellier,France,TRUE,M,09-03-1948,,
883,Sid Bass,79,3400,2022,4,Energy,United States,Texas,Fort Worth,United States,FALSE,M,09-04-1942,,3
883,Nick Caporella,86,3400,2022,4,Food & Beverage,United States,Florida,Plantation,United States,TRUE,M,15-01-1936,,
883,Cheng Yixiao,38,3400,2022,4,Media & Entertainment,China,,Beijing,China,TRUE,M,01-01-1984,,
883,Wesley Edens,60,3400,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,31-10-1961,,
883,Behdad Eghbali,45,3400,2022,4,Finance & Investments,United States,California,Los Angeles,United States,TRUE,M,06-05-1976,,
883,Archie Aldis Emmerson & family,92,3400,2022,4,Manufacturing,United States,California,Redding,United States,TRUE,M,10-04-1929,,2
883,Jose E. Feliciano,48,3400,2022,4,Finance & Investments,United States,California,Marina Del Rey,United States,TRUE,M,29-05-1973,,1
883,Fu Liquan & family,54,3400,2022,4,Technology,China,,Hangzhou,China,TRUE,M,01-08-1967,,
883,David Gottesman,95,3400,2022,4,Finance & Investments,United States,New York,Rye,United States,TRUE,M,26-04-1926,Chief Executive Officer,3
883,Laurence Graff & family,83,3400,2022,4,Fashion & Retail,Switzerland,,Gstaad,United Kingdom,TRUE,M,13-06-1938,,
883,Jeff T. Green,45,3400,2022,4,Media & Entertainment,United States,California,Newbury Park,United States,TRUE,M,30-03-1977,,1
883,Jim Kavanaugh,59,3400,2022,4,Technology,United States,Missouri,St. Louis,United States,TRUE,M,17-10-1962,,
883,Steven Klinsky,65,3400,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,30-05-1956,Inventor,
883,John Middleton,67,3400,2022,4,Food & Beverage,United States,Pennsylvania,Bryn Mawr,United States,FALSE,M,02-03-1955,,2
883,Jerry Ng,56,3400,2022,4,Finance & Investments,Indonesia,,Jakarta,Indonesia,TRUE,M,02-07-1965,,
883,Tengyun Nie & family,46,3400,2022,4,Service,China,,Shanghai,China,TRUE,M,24-01-1976,,
883,Nandan Nilekani,66,3400,2022,4,Technology,India,,Bangalore,India,TRUE,M,02-06-1955,,
883,Bob Parsons,71,3400,2022,4,Technology,United States,Arizona,Scottsdale,United States,TRUE,M,27-11-1950,,3
883,Prasert Prasarttong-Osoth,89,3400,2022,4,Healthcare,Thailand,,Bangkok,Thailand,TRUE,M,26-03-1933,,
883,Qiu Guanghe & family,70,3400,2022,4,Fashion & Retail,China,,Wenzhou,China,TRUE,M,10-11-1951,,
883,Richard Sands,71,3400,2022,4,Food & Beverage,United States,Florida,Delray Beach,United States,FALSE,M,03-03-1951,,1
883,Robert Sands,63,3400,2022,4,Food & Beverage,United States,Florida,Delray Beach,United States,FALSE,M,10-06-1958,CEO,1
883,T. Denny Sanford,86,3400,2022,4,Finance & Investments,United States,South Dakota,Sioux Falls,United States,TRUE,M,23-12-1935,,5
883,Naguib Sawiris,67,3400,2022,4,Telecom,Egypt,,Cairo,Egypt,FALSE,M,15-06-1954,,
883,Pavel Tykac,57,3400,2022,4,Metals & Mining,Czechia,,Prague,Czechia,TRUE,M,15-05-1964,,
883,Todd Wanek,58,3400,2022,4,Manufacturing,United States,Florida,St. Petersburg,United States,FALSE,M,16-03-1964,,1
883,Meg Whitman,65,3400,2022,4,Technology,United States,California,Los Angeles,United States,TRUE,F,04-08-1956,CEO,2
883,Michael Xie,53,3400,2022,4,Technology,United States,California,Los Altos Hills,United States,TRUE,M,20-02-1969,,1
883,Chenghai Ye & family,78,3400,2022,4,Healthcare,Hong Kong,,Hong Kong,Hong Kong,TRUE,M,15-08-1943,,
913,An Kang,73,3300,2022,4,Healthcare,China,,Xinxiang,China,TRUE,M,01-01-1949,,
913,John Arnold,48,3300,2022,4,Finance & Investments,United States,Texas,Houston,United States,TRUE,M,09-03-1974,Founder,5
913,Arun Bharat Ram,81,3300,2022,4,Manufacturing,India,,Delhi,India,FALSE,M,15-11-1940,,
913,Tomasz Biernacki,49,3300,2022,4,Fashion & Retail,Poland,,"Krotoszyn,",Poland,TRUE,M,01-01-1973,,
913,Travis Boersma,51,3300,2022,4,Food & Beverage,United States,Oregon,Grants Pass,United States,TRUE,M,01-01-1971,,
913,Chan Tan Ching-fen,,3300,2022,4,Real Estate,Hong Kong,,Hong Kong,Hong Kong,FALSE,F,,,
913,Dongsheng Chen,64,3300,2022,4,Finance & Investments,China,,Beijing,China,TRUE,M,01-12-1957,,
913,Jean Coutu & family,94,3300,2022,4,Fashion & Retail,Canada,,Montreal,Canada,TRUE,M,29-05-1927,Entrepreneur,
913,Ralph Dommermuth,58,3300,2022,4,Technology,Germany,,Montabaur,Germany,TRUE,M,19-11-1963,,
913,Walter Faria,67,3300,2022,4,Food & Beverage,Brazil,,Rio de Janeiro,Brazil,TRUE,M,01-04-1955,Entrepreneur,
913,Bob Gaglardi,81,3300,2022,4,Real Estate,Canada,,Vancouver,Canada,TRUE,M,19-02-1941,,
913,John Gandel,87,3300,2022,4,Real Estate,Australia,,Melbourne,Australia,FALSE,M,13-08-1934,,
913,Xuande Hua & family,78,3300,2022,4,Healthcare,China,,Taizhou,China,TRUE,M,30-10-1943,,
913,Micky Jagtiani,70,3300,2022,4,Fashion & Retail,United Arab Emirates,,Dubai,India,FALSE,M,28-09-1951,,
913,H. Fisk Johnson,63,3300,2022,4,Manufacturing,United States,Wisconsin,Racine,United States,FALSE,M,19-05-1958,,2
913,S. Curtis Johnson,66,3300,2022,4,Manufacturing,United States,Wisconsin,Racine,United States,FALSE,M,05-05-1955,,2
913,Helen Johnson-Leipold,65,3300,2022,4,Manufacturing,United States,Wisconsin,Racine,United States,FALSE,F,30-12-1956,,2
913,Miguel Krigsner,72,3300,2022,4,Fashion & Retail,Brazil,,Sao Jose dos Pinhais,Brazil,TRUE,M,09-01-1950,,
913,Li Jianquan & family,65,3300,2022,4,Healthcare,China,,Shenzhen,Hong Kong,TRUE,M,01-01-1957,,
913,Lin Ming-hsiung,72,3300,2022,4,Fashion & Retail,Taiwan,,Taipei,Taiwan,TRUE,M,01-01-1950,,
913,Winifred J. Marquart,62,3300,2022,4,Manufacturing,United States,Virginia,Virginia Beach,United States,FALSE,F,06-04-1959,,2
913,Kiran Mazumdar-Shaw,69,3300,2022,4,Healthcare,India,,Bangalore,India,TRUE,F,23-03-1953,Chair,
